# ----------------------------------------
# covid-19-genomic-surveillance
# Pages
# 20200101-20221231
# ----------------------------------------

Page,Page Views,Unique Page Views,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/sequencing/ngs-capacity-mapping/,"2,928","2,400",00:03:18,"1,840",76.09%,65.20%,US$0.00
,"2,928","2,400",00:03:18,"1,840",76.09%,65.20%,US$0.00

Day Index,Page Views
03/05/2020,0
04/05/2020,0
05/05/2020,0
06/05/2020,0
07/05/2020,0
08/05/2020,0
09/05/2020,0
10/05/2020,0
11/05/2020,0
12/05/2020,0
13/05/2020,0
14/05/2020,0
15/05/2020,0
16/05/2020,0
17/05/2020,0
18/05/2020,0
19/05/2020,0
20/05/2020,0
21/05/2020,0
22/05/2020,0
23/05/2020,0
24/05/2020,0
25/05/2020,0
26/05/2020,0
27/05/2020,0
28/05/2020,0
29/05/2020,0
30/05/2020,0
31/05/2020,0
01/06/2020,0
02/06/2020,0
03/06/2020,0
04/06/2020,0
05/06/2020,0
06/06/2020,0
07/06/2020,0
08/06/2020,0
09/06/2020,0
10/06/2020,0
11/06/2020,0
12/06/2020,0
13/06/2020,0
14/06/2020,0
15/06/2020,0
16/06/2020,0
17/06/2020,0
18/06/2020,0
19/06/2020,0
20/06/2020,0
21/06/2020,0
22/06/2020,0
23/06/2020,0
24/06/2020,0
25/06/2020,0
26/06/2020,0
27/06/2020,0
28/06/2020,0
29/06/2020,0
30/06/2020,0
01/07/2020,0
02/07/2020,0
03/07/2020,0
04/07/2020,0
05/07/2020,0
06/07/2020,0
07/07/2020,0
08/07/2020,0
09/07/2020,0
10/07/2020,0
11/07/2020,0
12/07/2020,0
13/07/2020,0
14/07/2020,0
15/07/2020,0
16/07/2020,0
17/07/2020,0
18/07/2020,0
19/07/2020,0
20/07/2020,0
21/07/2020,0
22/07/2020,0
23/07/2020,0
24/07/2020,0
25/07/2020,0
26/07/2020,0
27/07/2020,0
28/07/2020,0
29/07/2020,0
30/07/2020,0
31/07/2020,0
01/08/2020,0
02/08/2020,0
03/08/2020,0
04/08/2020,0
05/08/2020,0
06/08/2020,0
07/08/2020,0
08/08/2020,0
09/08/2020,0
10/08/2020,0
11/08/2020,0
12/08/2020,0
13/08/2020,0
14/08/2020,0
15/08/2020,0
16/08/2020,0
17/08/2020,0
18/08/2020,0
19/08/2020,0
20/08/2020,0
21/08/2020,0
22/08/2020,0
23/08/2020,0
24/08/2020,0
25/08/2020,0
26/08/2020,0
27/08/2020,0
28/08/2020,0
29/08/2020,0
30/08/2020,0
31/08/2020,0
01/09/2020,0
02/09/2020,0
03/09/2020,0
04/09/2020,0
05/09/2020,0
06/09/2020,0
07/09/2020,0
08/09/2020,0
09/09/2020,0
10/09/2020,0
11/09/2020,0
12/09/2020,0
13/09/2020,0
14/09/2020,0
15/09/2020,0
16/09/2020,0
17/09/2020,0
18/09/2020,0
19/09/2020,0
20/09/2020,0
21/09/2020,0
22/09/2020,0
23/09/2020,0
24/09/2020,0
25/09/2020,0
26/09/2020,0
27/09/2020,0
28/09/2020,0
29/09/2020,0
30/09/2020,0
01/10/2020,0
02/10/2020,0
03/10/2020,0
04/10/2020,0
05/10/2020,0
06/10/2020,0
07/10/2020,0
08/10/2020,0
09/10/2020,0
10/10/2020,0
11/10/2020,0
12/10/2020,0
13/10/2020,0
14/10/2020,0
15/10/2020,0
16/10/2020,0
17/10/2020,0
18/10/2020,0
19/10/2020,0
20/10/2020,0
21/10/2020,0
22/10/2020,0
23/10/2020,0
24/10/2020,0
25/10/2020,0
26/10/2020,0
27/10/2020,0
28/10/2020,0
29/10/2020,0
30/10/2020,0
31/10/2020,0
01/11/2020,0
02/11/2020,0
03/11/2020,0
04/11/2020,0
05/11/2020,0
06/11/2020,0
07/11/2020,0
08/11/2020,0
09/11/2020,0
10/11/2020,0
11/11/2020,0
12/11/2020,0
13/11/2020,0
14/11/2020,0
15/11/2020,0
16/11/2020,0
17/11/2020,0
18/11/2020,0
19/11/2020,0
20/11/2020,0
21/11/2020,0
22/11/2020,0
23/11/2020,0
24/11/2020,0
25/11/2020,0
26/11/2020,0
27/11/2020,0
28/11/2020,0
29/11/2020,0
30/11/2020,0
01/12/2020,0
02/12/2020,0
03/12/2020,0
04/12/2020,0
05/12/2020,0
06/12/2020,0
07/12/2020,0
08/12/2020,0
09/12/2020,0
10/12/2020,0
11/12/2020,0
12/12/2020,0
13/12/2020,0
14/12/2020,0
15/12/2020,0
16/12/2020,0
17/12/2020,0
18/12/2020,0
19/12/2020,0
20/12/2020,0
21/12/2020,0
22/12/2020,0
23/12/2020,0
24/12/2020,0
25/12/2020,0
26/12/2020,0
27/12/2020,0
28/12/2020,0
29/12/2020,0
30/12/2020,0
31/12/2020,0
01/01/2021,0
02/01/2021,0
03/01/2021,0
04/01/2021,0
05/01/2021,0
06/01/2021,0
07/01/2021,0
08/01/2021,0
09/01/2021,0
10/01/2021,0
11/01/2021,0
12/01/2021,0
13/01/2021,0
14/01/2021,0
15/01/2021,0
16/01/2021,0
17/01/2021,0
18/01/2021,0
19/01/2021,0
20/01/2021,0
21/01/2021,0
22/01/2021,0
23/01/2021,0
24/01/2021,0
25/01/2021,0
26/01/2021,0
27/01/2021,0
28/01/2021,0
29/01/2021,0
30/01/2021,0
31/01/2021,0
01/02/2021,0
02/02/2021,0
03/02/2021,0
04/02/2021,0
05/02/2021,0
06/02/2021,0
07/02/2021,0
08/02/2021,0
09/02/2021,0
10/02/2021,0
11/02/2021,0
12/02/2021,0
13/02/2021,0
14/02/2021,0
15/02/2021,0
16/02/2021,0
17/02/2021,0
18/02/2021,0
19/02/2021,0
20/02/2021,0
21/02/2021,0
22/02/2021,0
23/02/2021,0
24/02/2021,0
25/02/2021,0
26/02/2021,0
27/02/2021,0
28/02/2021,0
01/03/2021,0
02/03/2021,0
03/03/2021,0
04/03/2021,0
05/03/2021,0
06/03/2021,0
07/03/2021,0
08/03/2021,0
09/03/2021,0
10/03/2021,0
11/03/2021,0
12/03/2021,0
13/03/2021,0
14/03/2021,0
15/03/2021,0
16/03/2021,0
17/03/2021,0
18/03/2021,0
19/03/2021,0
20/03/2021,0
21/03/2021,0
22/03/2021,0
23/03/2021,0
24/03/2021,0
25/03/2021,0
26/03/2021,0
27/03/2021,0
28/03/2021,0
29/03/2021,0
30/03/2021,0
31/03/2021,0
01/04/2021,0
02/04/2021,0
03/04/2021,0
04/04/2021,0
05/04/2021,0
06/04/2021,0
07/04/2021,0
08/04/2021,0
09/04/2021,0
10/04/2021,0
11/04/2021,0
12/04/2021,0
13/04/2021,0
14/04/2021,0
15/04/2021,0
16/04/2021,0
17/04/2021,0
18/04/2021,0
19/04/2021,0
20/04/2021,0
21/04/2021,0
22/04/2021,0
23/04/2021,0
24/04/2021,0
25/04/2021,0
26/04/2021,0
27/04/2021,0
28/04/2021,0
29/04/2021,0
30/04/2021,0
01/05/2021,0
02/05/2021,0
03/05/2021,0
04/05/2021,0
05/05/2021,0
06/05/2021,0
07/05/2021,0
08/05/2021,0
09/05/2021,0
10/05/2021,0
11/05/2021,0
12/05/2021,0
13/05/2021,0
14/05/2021,0
15/05/2021,0
16/05/2021,0
17/05/2021,0
18/05/2021,0
19/05/2021,0
20/05/2021,0
21/05/2021,0
22/05/2021,0
23/05/2021,0
24/05/2021,0
25/05/2021,0
26/05/2021,0
27/05/2021,0
28/05/2021,0
29/05/2021,0
30/05/2021,0
31/05/2021,0
01/06/2021,0
02/06/2021,0
03/06/2021,0
04/06/2021,0
05/06/2021,0
06/06/2021,0
07/06/2021,0
08/06/2021,0
09/06/2021,0
10/06/2021,0
11/06/2021,0
12/06/2021,0
13/06/2021,0
14/06/2021,0
15/06/2021,0
16/06/2021,0
17/06/2021,0
18/06/2021,0
19/06/2021,0
20/06/2021,0
21/06/2021,0
22/06/2021,0
23/06/2021,0
24/06/2021,0
25/06/2021,0
26/06/2021,0
27/06/2021,0
28/06/2021,0
29/06/2021,0
30/06/2021,0
01/07/2021,0
02/07/2021,0
03/07/2021,0
04/07/2021,0
05/07/2021,0
06/07/2021,0
07/07/2021,0
08/07/2021,0
09/07/2021,0
10/07/2021,0
11/07/2021,0
12/07/2021,0
13/07/2021,0
14/07/2021,40
15/07/2021,37
16/07/2021,17
17/07/2021,1
18/07/2021,0
19/07/2021,7
20/07/2021,7
21/07/2021,14
22/07/2021,22
23/07/2021,27
24/07/2021,0
25/07/2021,1
26/07/2021,16
27/07/2021,11
28/07/2021,17
29/07/2021,10
30/07/2021,13
31/07/2021,1
01/08/2021,2
02/08/2021,12
03/08/2021,8
04/08/2021,17
05/08/2021,10
06/08/2021,12
07/08/2021,1
08/08/2021,1
09/08/2021,14
10/08/2021,17
11/08/2021,12
12/08/2021,14
13/08/2021,9
14/08/2021,4
15/08/2021,0
16/08/2021,12
17/08/2021,3
18/08/2021,1
19/08/2021,12
20/08/2021,10
21/08/2021,2
22/08/2021,0
23/08/2021,14
24/08/2021,9
25/08/2021,2
26/08/2021,11
27/08/2021,15
28/08/2021,0
29/08/2021,1
30/08/2021,6
31/08/2021,7
01/09/2021,9
02/09/2021,3
03/09/2021,5
04/09/2021,3
05/09/2021,0
06/09/2021,1
07/09/2021,1
08/09/2021,5
09/09/2021,10
10/09/2021,6
11/09/2021,1
12/09/2021,1
13/09/2021,3
14/09/2021,1
15/09/2021,1
16/09/2021,2
17/09/2021,3
18/09/2021,2
19/09/2021,1
20/09/2021,11
21/09/2021,1
22/09/2021,2
23/09/2021,1
24/09/2021,7
25/09/2021,2
26/09/2021,1
27/09/2021,11
28/09/2021,14
29/09/2021,11
30/09/2021,11
01/10/2021,1
02/10/2021,4
03/10/2021,2
04/10/2021,6
05/10/2021,8
06/10/2021,5
07/10/2021,9
08/10/2021,0
09/10/2021,4
10/10/2021,1
11/10/2021,1
12/10/2021,4
13/10/2021,2
14/10/2021,13
15/10/2021,3
16/10/2021,3
17/10/2021,4
18/10/2021,6
19/10/2021,17
20/10/2021,8
21/10/2021,7
22/10/2021,0
23/10/2021,1
24/10/2021,1
25/10/2021,2
26/10/2021,5
27/10/2021,2
28/10/2021,2
29/10/2021,3
30/10/2021,6
31/10/2021,0
01/11/2021,10
02/11/2021,6
03/11/2021,4
04/11/2021,9
05/11/2021,1
06/11/2021,1
07/11/2021,1
08/11/2021,17
09/11/2021,4
10/11/2021,16
11/11/2021,11
12/11/2021,10
13/11/2021,5
14/11/2021,0
15/11/2021,8
16/11/2021,29
17/11/2021,7
18/11/2021,24
19/11/2021,5
20/11/2021,2
21/11/2021,1
22/11/2021,1
23/11/2021,2
24/11/2021,2
25/11/2021,2
26/11/2021,7
27/11/2021,9
28/11/2021,5
29/11/2021,31
30/11/2021,22
01/12/2021,22
02/12/2021,27
03/12/2021,11
04/12/2021,6
05/12/2021,3
06/12/2021,30
07/12/2021,19
08/12/2021,24
09/12/2021,7
10/12/2021,12
11/12/2021,4
12/12/2021,1
13/12/2021,6
14/12/2021,7
15/12/2021,8
16/12/2021,11
17/12/2021,16
18/12/2021,0
19/12/2021,3
20/12/2021,19
21/12/2021,15
22/12/2021,9
23/12/2021,7
24/12/2021,1
25/12/2021,0
26/12/2021,1
27/12/2021,0
28/12/2021,1
29/12/2021,2
30/12/2021,5
31/12/2021,2
01/01/2022,0
02/01/2022,0
03/01/2022,9
04/01/2022,8
05/01/2022,4
06/01/2022,8
07/01/2022,5
08/01/2022,0
09/01/2022,1
10/01/2022,5
11/01/2022,7
12/01/2022,6
13/01/2022,3
14/01/2022,16
15/01/2022,1
16/01/2022,4
17/01/2022,4
18/01/2022,5
19/01/2022,8
20/01/2022,3
21/01/2022,8
22/01/2022,0
23/01/2022,2
24/01/2022,10
25/01/2022,11
26/01/2022,7
27/01/2022,14
28/01/2022,9
29/01/2022,3
30/01/2022,2
31/01/2022,10
01/02/2022,6
02/02/2022,8
03/02/2022,6
04/02/2022,19
05/02/2022,0
06/02/2022,1
07/02/2022,11
08/02/2022,12
09/02/2022,10
10/02/2022,9
11/02/2022,1
12/02/2022,0
13/02/2022,0
14/02/2022,20
15/02/2022,16
16/02/2022,2
17/02/2022,2
18/02/2022,4
19/02/2022,0
20/02/2022,1
21/02/2022,4
22/02/2022,14
23/02/2022,10
24/02/2022,12
25/02/2022,11
26/02/2022,0
27/02/2022,1
28/02/2022,9
01/03/2022,9
02/03/2022,5
03/03/2022,6
04/03/2022,2
05/03/2022,1
06/03/2022,1
07/03/2022,13
08/03/2022,5
09/03/2022,3
10/03/2022,4
11/03/2022,3
12/03/2022,0
13/03/2022,0
14/03/2022,2
15/03/2022,7
16/03/2022,5
17/03/2022,4
18/03/2022,4
19/03/2022,2
20/03/2022,3
21/03/2022,4
22/03/2022,2
23/03/2022,6
24/03/2022,9
25/03/2022,6
26/03/2022,0
27/03/2022,1
28/03/2022,2
29/03/2022,4
30/03/2022,6
31/03/2022,1
01/04/2022,4
02/04/2022,2
03/04/2022,3
04/04/2022,4
05/04/2022,6
06/04/2022,6
07/04/2022,6
08/04/2022,5
09/04/2022,0
10/04/2022,0
11/04/2022,10
12/04/2022,7
13/04/2022,6
14/04/2022,18
15/04/2022,1
16/04/2022,1
17/04/2022,0
18/04/2022,2
19/04/2022,4
20/04/2022,11
21/04/2022,12
22/04/2022,5
23/04/2022,1
24/04/2022,2
25/04/2022,6
26/04/2022,9
27/04/2022,8
28/04/2022,3
29/04/2022,3
30/04/2022,0
01/05/2022,1
02/05/2022,3
03/05/2022,3
04/05/2022,2
05/05/2022,3
06/05/2022,1
07/05/2022,1
08/05/2022,0
09/05/2022,10
10/05/2022,10
11/05/2022,4
12/05/2022,6
13/05/2022,0
14/05/2022,2
15/05/2022,3
16/05/2022,24
17/05/2022,5
18/05/2022,7
19/05/2022,11
20/05/2022,3
21/05/2022,0
22/05/2022,0
23/05/2022,3
24/05/2022,12
25/05/2022,8
26/05/2022,1
27/05/2022,6
28/05/2022,0
29/05/2022,0
30/05/2022,2
31/05/2022,0
01/06/2022,3
02/06/2022,3
03/06/2022,5
04/06/2022,0
05/06/2022,0
06/06/2022,7
07/06/2022,4
08/06/2022,5
09/06/2022,8
10/06/2022,3
11/06/2022,0
12/06/2022,0
13/06/2022,1
14/06/2022,0
15/06/2022,2
16/06/2022,0
17/06/2022,4
18/06/2022,1
19/06/2022,3
20/06/2022,7
21/06/2022,4
22/06/2022,6
23/06/2022,1
24/06/2022,5
25/06/2022,1
26/06/2022,0
27/06/2022,4
28/06/2022,8
29/06/2022,13
30/06/2022,10
01/07/2022,50
02/07/2022,8
03/07/2022,1
04/07/2022,9
05/07/2022,13
06/07/2022,19
07/07/2022,11
08/07/2022,14
09/07/2022,2
10/07/2022,1
11/07/2022,5
12/07/2022,2
13/07/2022,1
14/07/2022,6
15/07/2022,4
16/07/2022,1
17/07/2022,2
18/07/2022,6
19/07/2022,4
20/07/2022,2
21/07/2022,1
22/07/2022,3
23/07/2022,1
24/07/2022,0
25/07/2022,0
26/07/2022,3
27/07/2022,1
28/07/2022,0
29/07/2022,10
30/07/2022,0
31/07/2022,0
01/08/2022,1
02/08/2022,8
03/08/2022,1
04/08/2022,1
05/08/2022,1
06/08/2022,0
07/08/2022,0
08/08/2022,4
09/08/2022,19
10/08/2022,5
11/08/2022,6
12/08/2022,1
13/08/2022,1
14/08/2022,2
15/08/2022,4
16/08/2022,3
17/08/2022,9
18/08/2022,0
19/08/2022,1
20/08/2022,0
21/08/2022,2
22/08/2022,3
23/08/2022,4
24/08/2022,4
25/08/2022,2
26/08/2022,1
27/08/2022,0
28/08/2022,0
29/08/2022,3
30/08/2022,4
31/08/2022,4
01/09/2022,5
02/09/2022,5
03/09/2022,2
04/09/2022,1
05/09/2022,2
06/09/2022,4
07/09/2022,5
08/09/2022,9
09/09/2022,3
10/09/2022,0
11/09/2022,6
12/09/2022,10
13/09/2022,1
14/09/2022,1
15/09/2022,7
16/09/2022,7
17/09/2022,2
18/09/2022,1
19/09/2022,3
20/09/2022,12
21/09/2022,2
22/09/2022,2
23/09/2022,4
24/09/2022,0
25/09/2022,1
26/09/2022,2
27/09/2022,9
28/09/2022,2
29/09/2022,1
30/09/2022,4
01/10/2022,3
02/10/2022,5
03/10/2022,3
04/10/2022,1
05/10/2022,3
06/10/2022,1
07/10/2022,2
08/10/2022,1
09/10/2022,1
10/10/2022,6
11/10/2022,4
12/10/2022,1
13/10/2022,6
14/10/2022,3
15/10/2022,0
16/10/2022,1
17/10/2022,15
18/10/2022,12
19/10/2022,12
20/10/2022,6
21/10/2022,3
22/10/2022,2
23/10/2022,0
24/10/2022,8
25/10/2022,5
26/10/2022,3
27/10/2022,3
28/10/2022,4
29/10/2022,0
30/10/2022,0
31/10/2022,3
01/11/2022,10
02/11/2022,11
03/11/2022,11
04/11/2022,8
05/11/2022,0
06/11/2022,1
07/11/2022,1
08/11/2022,4
09/11/2022,4
10/11/2022,9
11/11/2022,4
12/11/2022,0
13/11/2022,0
14/11/2022,3
15/11/2022,8
16/11/2022,8
17/11/2022,4
18/11/2022,11
19/11/2022,0
20/11/2022,3
21/11/2022,8
22/11/2022,1
23/11/2022,5
24/11/2022,11
25/11/2022,11
26/11/2022,2
27/11/2022,0
28/11/2022,11
29/11/2022,28
30/11/2022,4
01/12/2022,9
02/12/2022,5
03/12/2022,4
04/12/2022,5
05/12/2022,5
06/12/2022,5
07/12/2022,10
08/12/2022,2
09/12/2022,5
10/12/2022,5
11/12/2022,0
12/12/2022,15
13/12/2022,8
14/12/2022,11
15/12/2022,18
16/12/2022,0
17/12/2022,0
18/12/2022,0
19/12/2022,0
20/12/2022,0
21/12/2022,0
22/12/2022,0
23/12/2022,0
24/12/2022,0
25/12/2022,0
26/12/2022,0
27/12/2022,0
28/12/2022,0
29/12/2022,0
30/12/2022,0
31/12/2022,0
,"2,928"
