# ----------------------------------------
# covid-19-genomic-surveillance
# Pages
# 20200101-20221231
# ----------------------------------------

Page,Page Views,Unique Page Views,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/covid-19/policy-dashboard/,"1,866","1,625",00:03:22,925,74.49%,57.50%,US$0.00
,"1,866","1,625",00:03:22,925,74.49%,57.50%,US$0.00

Day Index,Page Views
04/05/2020,0
05/05/2020,0
06/05/2020,0
07/05/2020,0
08/05/2020,0
09/05/2020,0
10/05/2020,0
11/05/2020,0
12/05/2020,0
13/05/2020,0
14/05/2020,0
15/05/2020,0
16/05/2020,0
17/05/2020,0
18/05/2020,0
19/05/2020,0
20/05/2020,0
21/05/2020,0
22/05/2020,0
23/05/2020,0
24/05/2020,0
25/05/2020,0
26/05/2020,0
27/05/2020,0
28/05/2020,0
29/05/2020,0
30/05/2020,0
31/05/2020,0
01/06/2020,0
02/06/2020,0
03/06/2020,0
04/06/2020,0
05/06/2020,0
06/06/2020,0
07/06/2020,0
08/06/2020,0
09/06/2020,0
10/06/2020,0
11/06/2020,0
12/06/2020,0
13/06/2020,0
14/06/2020,0
15/06/2020,0
16/06/2020,0
17/06/2020,0
18/06/2020,0
19/06/2020,0
20/06/2020,0
21/06/2020,0
22/06/2020,0
23/06/2020,0
24/06/2020,0
25/06/2020,0
26/06/2020,0
27/06/2020,0
28/06/2020,0
29/06/2020,0
30/06/2020,0
01/07/2020,0
02/07/2020,0
03/07/2020,0
04/07/2020,0
05/07/2020,0
06/07/2020,0
07/07/2020,0
08/07/2020,0
09/07/2020,0
10/07/2020,0
11/07/2020,0
12/07/2020,0
13/07/2020,0
14/07/2020,0
15/07/2020,0
16/07/2020,0
17/07/2020,0
18/07/2020,0
19/07/2020,0
20/07/2020,0
21/07/2020,0
22/07/2020,0
23/07/2020,0
24/07/2020,0
25/07/2020,0
26/07/2020,0
27/07/2020,0
28/07/2020,0
29/07/2020,0
30/07/2020,0
31/07/2020,0
01/08/2020,0
02/08/2020,0
03/08/2020,0
04/08/2020,0
05/08/2020,0
06/08/2020,0
07/08/2020,0
08/08/2020,0
09/08/2020,0
10/08/2020,0
11/08/2020,0
12/08/2020,0
13/08/2020,0
14/08/2020,0
15/08/2020,0
16/08/2020,0
17/08/2020,0
18/08/2020,0
19/08/2020,0
20/08/2020,0
21/08/2020,0
22/08/2020,0
23/08/2020,0
24/08/2020,0
25/08/2020,0
26/08/2020,0
27/08/2020,0
28/08/2020,0
29/08/2020,0
30/08/2020,0
31/08/2020,0
01/09/2020,0
02/09/2020,0
03/09/2020,0
04/09/2020,0
05/09/2020,0
06/09/2020,0
07/09/2020,0
08/09/2020,0
09/09/2020,0
10/09/2020,0
11/09/2020,0
12/09/2020,0
13/09/2020,0
14/09/2020,0
15/09/2020,0
16/09/2020,0
17/09/2020,0
18/09/2020,0
19/09/2020,0
20/09/2020,0
21/09/2020,0
22/09/2020,0
23/09/2020,0
24/09/2020,0
25/09/2020,0
26/09/2020,0
27/09/2020,0
28/09/2020,0
29/09/2020,0
30/09/2020,0
01/10/2020,0
02/10/2020,0
03/10/2020,0
04/10/2020,0
05/10/2020,0
06/10/2020,0
07/10/2020,0
08/10/2020,0
09/10/2020,0
10/10/2020,0
11/10/2020,0
12/10/2020,0
13/10/2020,0
14/10/2020,0
15/10/2020,0
16/10/2020,0
17/10/2020,0
18/10/2020,0
19/10/2020,0
20/10/2020,0
21/10/2020,0
22/10/2020,0
23/10/2020,0
24/10/2020,0
25/10/2020,0
26/10/2020,0
27/10/2020,0
28/10/2020,0
29/10/2020,0
30/10/2020,0
31/10/2020,0
01/11/2020,0
02/11/2020,0
03/11/2020,0
04/11/2020,0
05/11/2020,0
06/11/2020,0
07/11/2020,0
08/11/2020,0
09/11/2020,0
10/11/2020,0
11/11/2020,0
12/11/2020,0
13/11/2020,0
14/11/2020,0
15/11/2020,0
16/11/2020,0
17/11/2020,0
18/11/2020,0
19/11/2020,0
20/11/2020,0
21/11/2020,0
22/11/2020,0
23/11/2020,0
24/11/2020,0
25/11/2020,0
26/11/2020,0
27/11/2020,0
28/11/2020,0
29/11/2020,0
30/11/2020,0
01/12/2020,0
02/12/2020,0
03/12/2020,0
04/12/2020,0
05/12/2020,0
06/12/2020,0
07/12/2020,0
08/12/2020,0
09/12/2020,0
10/12/2020,0
11/12/2020,0
12/12/2020,0
13/12/2020,0
14/12/2020,0
15/12/2020,0
16/12/2020,0
17/12/2020,0
18/12/2020,0
19/12/2020,0
20/12/2020,0
21/12/2020,0
22/12/2020,0
23/12/2020,0
24/12/2020,0
25/12/2020,0
26/12/2020,0
27/12/2020,0
28/12/2020,0
29/12/2020,0
30/12/2020,0
31/12/2020,0
01/01/2021,0
02/01/2021,0
03/01/2021,0
04/01/2021,0
05/01/2021,0
06/01/2021,0
07/01/2021,0
08/01/2021,0
09/01/2021,0
10/01/2021,0
11/01/2021,0
12/01/2021,0
13/01/2021,0
14/01/2021,0
15/01/2021,0
16/01/2021,0
17/01/2021,0
18/01/2021,0
19/01/2021,0
20/01/2021,0
21/01/2021,0
22/01/2021,0
23/01/2021,0
24/01/2021,0
25/01/2021,0
26/01/2021,0
27/01/2021,0
28/01/2021,0
29/01/2021,0
30/01/2021,0
31/01/2021,0
01/02/2021,0
02/02/2021,0
03/02/2021,0
04/02/2021,0
05/02/2021,0
06/02/2021,0
07/02/2021,0
08/02/2021,0
09/02/2021,0
10/02/2021,0
11/02/2021,0
12/02/2021,0
13/02/2021,0
14/02/2021,0
15/02/2021,0
16/02/2021,0
17/02/2021,0
18/02/2021,0
19/02/2021,0
20/02/2021,0
21/02/2021,0
22/02/2021,0
23/02/2021,0
24/02/2021,0
25/02/2021,0
26/02/2021,0
27/02/2021,0
28/02/2021,0
01/03/2021,0
02/03/2021,0
03/03/2021,0
04/03/2021,0
05/03/2021,0
06/03/2021,0
07/03/2021,0
08/03/2021,0
09/03/2021,0
10/03/2021,0
11/03/2021,0
12/03/2021,0
13/03/2021,0
14/03/2021,0
15/03/2021,0
16/03/2021,0
17/03/2021,0
18/03/2021,0
19/03/2021,0
20/03/2021,0
21/03/2021,0
22/03/2021,0
23/03/2021,0
24/03/2021,0
25/03/2021,0
26/03/2021,0
27/03/2021,0
28/03/2021,0
29/03/2021,0
30/03/2021,0
31/03/2021,0
01/04/2021,0
02/04/2021,0
03/04/2021,0
04/04/2021,0
05/04/2021,0
06/04/2021,0
07/04/2021,0
08/04/2021,0
09/04/2021,0
10/04/2021,0
11/04/2021,0
12/04/2021,0
13/04/2021,0
14/04/2021,0
15/04/2021,0
16/04/2021,0
17/04/2021,0
18/04/2021,0
19/04/2021,0
20/04/2021,0
21/04/2021,0
22/04/2021,0
23/04/2021,0
24/04/2021,0
25/04/2021,0
26/04/2021,0
27/04/2021,0
28/04/2021,0
29/04/2021,0
30/04/2021,0
01/05/2021,0
02/05/2021,0
03/05/2021,0
04/05/2021,0
05/05/2021,0
06/05/2021,0
07/05/2021,0
08/05/2021,0
09/05/2021,0
10/05/2021,0
11/05/2021,0
12/05/2021,0
13/05/2021,0
14/05/2021,0
15/05/2021,0
16/05/2021,0
17/05/2021,0
18/05/2021,0
19/05/2021,0
20/05/2021,0
21/05/2021,0
22/05/2021,0
23/05/2021,0
24/05/2021,2
25/05/2021,25
26/05/2021,13
27/05/2021,7
28/05/2021,42
29/05/2021,0
30/05/2021,2
31/05/2021,2
01/06/2021,3
02/06/2021,0
03/06/2021,7
04/06/2021,10
05/06/2021,3
06/06/2021,2
07/06/2021,15
08/06/2021,16
09/06/2021,7
10/06/2021,10
11/06/2021,4
12/06/2021,0
13/06/2021,0
14/06/2021,5
15/06/2021,4
16/06/2021,1
17/06/2021,9
18/06/2021,8
19/06/2021,0
20/06/2021,2
21/06/2021,3
22/06/2021,15
23/06/2021,14
24/06/2021,2
25/06/2021,7
26/06/2021,1
27/06/2021,0
28/06/2021,13
29/06/2021,12
30/06/2021,15
01/07/2021,3
02/07/2021,11
03/07/2021,0
04/07/2021,0
05/07/2021,5
06/07/2021,2
07/07/2021,0
08/07/2021,11
09/07/2021,3
10/07/2021,2
11/07/2021,0
12/07/2021,1
13/07/2021,10
14/07/2021,9
15/07/2021,5
16/07/2021,6
17/07/2021,1
18/07/2021,1
19/07/2021,1
20/07/2021,7
21/07/2021,7
22/07/2021,4
23/07/2021,5
24/07/2021,0
25/07/2021,2
26/07/2021,100
27/07/2021,13
28/07/2021,5
29/07/2021,8
30/07/2021,2
31/07/2021,0
01/08/2021,0
02/08/2021,3
03/08/2021,2
04/08/2021,12
05/08/2021,10
06/08/2021,0
07/08/2021,0
08/08/2021,1
09/08/2021,1
10/08/2021,3
11/08/2021,4
12/08/2021,3
13/08/2021,1
14/08/2021,0
15/08/2021,1
16/08/2021,1
17/08/2021,1
18/08/2021,4
19/08/2021,8
20/08/2021,5
21/08/2021,0
22/08/2021,0
23/08/2021,4
24/08/2021,1
25/08/2021,4
26/08/2021,0
27/08/2021,2
28/08/2021,2
29/08/2021,1
30/08/2021,6
31/08/2021,5
01/09/2021,3
02/09/2021,2
03/09/2021,2
04/09/2021,0
05/09/2021,1
06/09/2021,10
07/09/2021,9
08/09/2021,6
09/09/2021,1
10/09/2021,4
11/09/2021,0
12/09/2021,1
13/09/2021,2
14/09/2021,9
15/09/2021,3
16/09/2021,2
17/09/2021,2
18/09/2021,0
19/09/2021,0
20/09/2021,4
21/09/2021,1
22/09/2021,4
23/09/2021,2
24/09/2021,2
25/09/2021,0
26/09/2021,1
27/09/2021,0
28/09/2021,4
29/09/2021,1
30/09/2021,3
01/10/2021,2
02/10/2021,1
03/10/2021,0
04/10/2021,8
05/10/2021,9
06/10/2021,2
07/10/2021,7
08/10/2021,1
09/10/2021,0
10/10/2021,0
11/10/2021,2
12/10/2021,1
13/10/2021,3
14/10/2021,0
15/10/2021,2
16/10/2021,1
17/10/2021,0
18/10/2021,1
19/10/2021,6
20/10/2021,10
21/10/2021,2
22/10/2021,1
23/10/2021,1
24/10/2021,0
25/10/2021,7
26/10/2021,5
27/10/2021,13
28/10/2021,2
29/10/2021,1
30/10/2021,0
31/10/2021,0
01/11/2021,7
02/11/2021,3
03/11/2021,0
04/11/2021,2
05/11/2021,3
06/11/2021,0
07/11/2021,0
08/11/2021,1
09/11/2021,19
10/11/2021,5
11/11/2021,6
12/11/2021,13
13/11/2021,2
14/11/2021,1
15/11/2021,6
16/11/2021,2
17/11/2021,3
18/11/2021,9
19/11/2021,1
20/11/2021,2
21/11/2021,0
22/11/2021,3
23/11/2021,5
24/11/2021,4
25/11/2021,5
26/11/2021,2
27/11/2021,0
28/11/2021,2
29/11/2021,2
30/11/2021,11
01/12/2021,5
02/12/2021,10
03/12/2021,16
04/12/2021,2
05/12/2021,0
06/12/2021,9
07/12/2021,4
08/12/2021,8
09/12/2021,2
10/12/2021,3
11/12/2021,0
12/12/2021,0
13/12/2021,9
14/12/2021,7
15/12/2021,8
16/12/2021,9
17/12/2021,0
18/12/2021,3
19/12/2021,0
20/12/2021,2
21/12/2021,5
22/12/2021,2
23/12/2021,3
24/12/2021,2
25/12/2021,0
26/12/2021,0
27/12/2021,0
28/12/2021,0
29/12/2021,0
30/12/2021,1
31/12/2021,3
01/01/2022,0
02/01/2022,0
03/01/2022,0
04/01/2022,6
05/01/2022,4
06/01/2022,3
07/01/2022,3
08/01/2022,0
09/01/2022,0
10/01/2022,0
11/01/2022,1
12/01/2022,7
13/01/2022,2
14/01/2022,0
15/01/2022,1
16/01/2022,0
17/01/2022,8
18/01/2022,6
19/01/2022,7
20/01/2022,3
21/01/2022,7
22/01/2022,4
23/01/2022,2
24/01/2022,13
25/01/2022,2
26/01/2022,7
27/01/2022,5
28/01/2022,8
29/01/2022,0
30/01/2022,0
31/01/2022,10
01/02/2022,3
02/02/2022,18
03/02/2022,7
04/02/2022,11
05/02/2022,0
06/02/2022,1
07/02/2022,7
08/02/2022,9
09/02/2022,4
10/02/2022,12
11/02/2022,1
12/02/2022,0
13/02/2022,0
14/02/2022,10
15/02/2022,6
16/02/2022,4
17/02/2022,6
18/02/2022,1
19/02/2022,1
20/02/2022,0
21/02/2022,2
22/02/2022,2
23/02/2022,8
24/02/2022,3
25/02/2022,6
26/02/2022,0
27/02/2022,1
28/02/2022,32
01/03/2022,10
02/03/2022,6
03/03/2022,3
04/03/2022,3
05/03/2022,1
06/03/2022,1
07/03/2022,7
08/03/2022,3
09/03/2022,5
10/03/2022,1
11/03/2022,2
12/03/2022,0
13/03/2022,0
14/03/2022,3
15/03/2022,1
16/03/2022,4
17/03/2022,0
18/03/2022,0
19/03/2022,0
20/03/2022,0
21/03/2022,1
22/03/2022,4
23/03/2022,4
24/03/2022,1
25/03/2022,4
26/03/2022,0
27/03/2022,1
28/03/2022,3
29/03/2022,4
30/03/2022,1
31/03/2022,2
01/04/2022,3
02/04/2022,0
03/04/2022,0
04/04/2022,1
05/04/2022,3
06/04/2022,3
07/04/2022,1
08/04/2022,0
09/04/2022,0
10/04/2022,0
11/04/2022,5
12/04/2022,18
13/04/2022,11
14/04/2022,3
15/04/2022,3
16/04/2022,0
17/04/2022,0
18/04/2022,3
19/04/2022,4
20/04/2022,2
21/04/2022,13
22/04/2022,1
23/04/2022,3
24/04/2022,3
25/04/2022,4
26/04/2022,5
27/04/2022,7
28/04/2022,1
29/04/2022,2
30/04/2022,1
01/05/2022,1
02/05/2022,5
03/05/2022,0
04/05/2022,0
05/05/2022,2
06/05/2022,0
07/05/2022,0
08/05/2022,0
09/05/2022,0
10/05/2022,2
11/05/2022,2
12/05/2022,7
13/05/2022,2
14/05/2022,0
15/05/2022,0
16/05/2022,3
17/05/2022,1
18/05/2022,7
19/05/2022,5
20/05/2022,1
21/05/2022,0
22/05/2022,0
23/05/2022,5
24/05/2022,3
25/05/2022,8
26/05/2022,2
27/05/2022,7
28/05/2022,0
29/05/2022,0
30/05/2022,0
31/05/2022,2
01/06/2022,1
02/06/2022,3
03/06/2022,1
04/06/2022,0
05/06/2022,2
06/06/2022,0
07/06/2022,4
08/06/2022,1
09/06/2022,5
10/06/2022,11
11/06/2022,0
12/06/2022,2
13/06/2022,3
14/06/2022,7
15/06/2022,15
16/06/2022,4
17/06/2022,4
18/06/2022,0
19/06/2022,0
20/06/2022,5
21/06/2022,1
22/06/2022,1
23/06/2022,5
24/06/2022,1
25/06/2022,3
26/06/2022,2
27/06/2022,7
28/06/2022,5
29/06/2022,3
30/06/2022,2
01/07/2022,0
02/07/2022,0
03/07/2022,0
04/07/2022,1
05/07/2022,5
06/07/2022,5
07/07/2022,0
08/07/2022,4
09/07/2022,0
10/07/2022,0
11/07/2022,4
12/07/2022,4
13/07/2022,1
14/07/2022,0
15/07/2022,1
16/07/2022,1
17/07/2022,1
18/07/2022,2
19/07/2022,0
20/07/2022,1
21/07/2022,0
22/07/2022,2
23/07/2022,0
24/07/2022,0
25/07/2022,6
26/07/2022,1
27/07/2022,0
28/07/2022,4
29/07/2022,1
30/07/2022,0
31/07/2022,0
01/08/2022,1
02/08/2022,0
03/08/2022,5
04/08/2022,2
05/08/2022,2
06/08/2022,0
07/08/2022,0
08/08/2022,3
09/08/2022,7
10/08/2022,1
11/08/2022,1
12/08/2022,0
13/08/2022,0
14/08/2022,1
15/08/2022,0
16/08/2022,1
17/08/2022,0
18/08/2022,2
19/08/2022,1
20/08/2022,0
21/08/2022,1
22/08/2022,1
23/08/2022,2
24/08/2022,3
25/08/2022,2
26/08/2022,2
27/08/2022,0
28/08/2022,0
29/08/2022,0
30/08/2022,1
31/08/2022,5
01/09/2022,2
02/09/2022,1
03/09/2022,1
04/09/2022,0
05/09/2022,0
06/09/2022,4
07/09/2022,2
08/09/2022,0
09/09/2022,0
10/09/2022,2
11/09/2022,2
12/09/2022,2
13/09/2022,2
14/09/2022,1
15/09/2022,1
16/09/2022,2
17/09/2022,1
18/09/2022,0
19/09/2022,0
20/09/2022,2
21/09/2022,4
22/09/2022,4
23/09/2022,4
24/09/2022,0
25/09/2022,2
26/09/2022,0
27/09/2022,4
28/09/2022,3
29/09/2022,4
30/09/2022,0
01/10/2022,0
02/10/2022,3
03/10/2022,2
04/10/2022,1
05/10/2022,5
06/10/2022,4
07/10/2022,5
08/10/2022,1
09/10/2022,0
10/10/2022,4
11/10/2022,2
12/10/2022,35
13/10/2022,2
14/10/2022,1
15/10/2022,0
16/10/2022,0
17/10/2022,1
18/10/2022,1
19/10/2022,2
20/10/2022,3
21/10/2022,2
22/10/2022,0
23/10/2022,0
24/10/2022,0
25/10/2022,1
26/10/2022,1
27/10/2022,0
28/10/2022,0
29/10/2022,0
30/10/2022,0
31/10/2022,1
01/11/2022,1
02/11/2022,2
03/11/2022,0
04/11/2022,5
05/11/2022,0
06/11/2022,0
07/11/2022,2
08/11/2022,1
09/11/2022,0
10/11/2022,3
11/11/2022,4
12/11/2022,1
13/11/2022,3
14/11/2022,0
15/11/2022,3
16/11/2022,0
17/11/2022,1
18/11/2022,0
19/11/2022,0
20/11/2022,2
21/11/2022,0
22/11/2022,0
23/11/2022,3
24/11/2022,2
25/11/2022,0
26/11/2022,0
27/11/2022,0
28/11/2022,1
29/11/2022,0
30/11/2022,2
01/12/2022,7
02/12/2022,1
03/12/2022,0
04/12/2022,2
05/12/2022,1
06/12/2022,0
07/12/2022,1
08/12/2022,2
09/12/2022,1
10/12/2022,3
11/12/2022,0
12/12/2022,3
13/12/2022,1
14/12/2022,1
15/12/2022,1
16/12/2022,0
17/12/2022,0
18/12/2022,0
19/12/2022,0
20/12/2022,0
21/12/2022,0
22/12/2022,0
23/12/2022,0
24/12/2022,0
25/12/2022,0
26/12/2022,0
27/12/2022,0
28/12/2022,0
29/12/2022,0
30/12/2022,0
31/12/2022,0
,"1,866"
